Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Buffalo State - Cleveland Hall,1300 Elmwood Ave,Buffalo,NY,14222,E,Public,24 hours daily,,0,2,0,Non-Networked,GPS,42.932067,-78.88137,2024-03-14,104734,2024-03-14,P,,,2018-02-01,J1772
ELEC,Niagara Power Vista,5777 Lewiston Rd,Lewiston,NY,14092,E,Public,24 hours daily,,0,6,0,Non-Networked,GPS,43.14073,-79.037348,2024-08-15,147095,2024-08-15,SG,,,2019-10-01,J1772
ELEC,Hatchet Hardware of Waterford,42 Saratoga Ave,Waterford,NY,12188,E,Public,24 hours daily,,0,2,0,FLO,GPS,42.782254,-73.696148,2024-10-29,165117,2024-10-29,,,,2020-08-11,J1772
ELEC,PEPSICO INC STATION 3,100 E Stevens Ave,Valhalla,NY,10595,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.095104,-73.77466,2024-10-29,175241,2024-10-29,,,,2021-01-27,J1772
ELEC,SUNY BUFFALO PARKER 7,185 Hayes Rd,Buffalo,NY,14214,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.951165,-78.822439,2024-10-29,182224,2024-10-29,,,,2021-01-27,J1772
ELEC,LEVITON MELVILLE 1,201 N Service Rd,Melville,NY,11747,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.783554,-73.419929,2024-10-29,183197,2024-10-29,,,,2021-01-27,J1772
ELEC,CHEEKTOWAGA BROADWAY #2,3301 Broadway,Cheektowaga,NY,14227,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,42.902643,-78.753096,2024-10-29,183764,2024-10-29,,,,2021-02-04,J1772
ELEC,SARATOGA CASINO STATION 4,342 Jefferson Street,Saratoga Springs,NY,12866,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.062278,-73.775976,2024-10-29,190794,2024-10-29,,,,2021-06-08,J1772
ELEC,320 Mason Ave,320 Mason Ave,New York,NY,10305,E,Public,24 hours daily,,0,4,0,FLO,GPS,40.584984,-74.088044,2024-10-29,223526,2024-10-29,,,,2022-07-15,J1772
ELEC,NYS Comptroller Office Garage,110 State Street,Albany,NY,12207,E,Public,24 hours daily,,0,8,0,LIVINGSTON,GPS,42.64936,-73.75435,2024-10-29,252716,2024-10-29,,,,2022-12-09,J1772
ELEC,WESTBROOKE WBC LODEN RIGHT,6 Loden Ln,Rochester,NY,14623,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.077368,-77.65157,2024-10-29,257135,2024-10-29,,,,2023-03-26,J1772
ELEC,KOEPPEL HYUNDAI CPE250 2,34- 45 43rd St,Queens,NY,11101,E,Public,24 hours daily,,0,0,1,ChargePoint Network,GPS,40.754044,-73.919245,2024-10-29,261699,2024-10-29,,,,2023-06-01,CHADEMO J1772COMBO
ELEC,Patchogue - Municipal parking lot,Oak Street,Patchogue,NY,11772,E,Public,24 hours daily,,0,4,0,FLO,GPS,40.766962,-73.012854,2024-10-29,262332,2024-10-29,,,,2023-06-07,J1772
ELEC,CENTERS HEALTHC EV-1,170 Buffalo Avenue,Brooklyn,NY,11213,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.673435,-73.926002,2024-10-29,329797,2024-10-29,,,,2024-03-05,J1772
ELEC,TOYOTA MASSAPEQ WEST,3660 NY-27,Seaford,NY,11783,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.673957,-73.49731,2024-10-29,331729,2024-10-29,,,,2024-04-05,J1772
ELEC,Bus Garage,2636 Genesee Street,Retsof,NY,14539,E,Public,,,0,2,0,NOODOE,GPS,42.830676,-77.888898,2024-10-29,333281,2024-10-29,,,,2024-04-22,J1772
ELEC,2360 Amsterdam Ave - Basement 2,2360 Amsterdam Ave,New York,NY,10033,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,10,0,EVOKE,GPS,40.846036,-73.933078,2024-10-11,356969,2024-10-11,P,,,2022-12-03,J1772
ELEC,HOSELTONCHEVY01 STATION 1,909 Fairport Rd,East Rochester,NY,14445,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.101796,-77.480894,2024-10-29,203290,2024-10-29,,,,2021-12-30,J1772
ELEC,BURNS MGT CARRIAGE 1,21 Carr Rd,Saratoga Springs,NY,12866,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.131242,-73.752015,2024-10-29,121487,2024-10-29,,,,2019-04-16,J1772
ELEC,GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,Jamaica,NY,11432,E,Public,,,0,7,0,Tesla Destination,200-9,40.705133,-73.801443,2024-07-01,150686,2024-10-16,P,,,2018-10-17,J1772 TESLA
ELEC,Kings Nissan,2758 Coney Island Ave,Brooklyn,NY,11235,E,Public - Call ahead,Dealership business hours; Nissan vehicle use only,,0,1,0,Non-Networked,200-9,40.589167,-73.960707,2024-02-12,44329,2024-02-12,P,,,2011-11-30,J1772
ELEC,KIA ELMIRA CT-4020-1,951 County Rte 64,Big Flats,NY,14903,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.15519,-76.87137,2024-10-29,206305,2024-10-29,,,,2022-02-12,J1772
ELEC,Auto Outlets of Wolcott,5671 Whiskey Hill Rd,Wolcott,NY,14590,E,Public,24 hours daily,,0,6,0,SWTCH,200-8,43.20849,-76.81521,2024-03-14,251744,2024-03-14,P,,,2022-08-24,J1772
ELEC,Exit 21 (Catskill),370 NY-23,Catskill,NY,12451,E,Public,24 hours daily,,0,2,0,EV Connect,GPS,42.246692,-73.885289,2024-10-29,168464,2024-10-29,,,,2020-08-17,J1772
ELEC,MOHAWK HARBOR01 STATION #3,220 Harborside Blvd,Schenectady,NY,12308,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.825252,-73.93119,2024-10-29,181903,2024-10-29,,,,2021-01-27,J1772
ELEC,Locey Lane,1 Locey Ln,Central Valley,NY,10917,E,Public,24 hours daily,,0,4,0,EV Connect,GPS,41.31519,-74.135494,2024-10-29,158614,2024-10-29,,,,2020-02-20,J1772
ELEC,Gateway to Mount Beacon,788 Wolcott Ave,Beacon,NY,12508,E,Public,24 hours daily,,0,2,0,EV Connect,GPS,41.492889,-73.958454,2024-10-29,230953,2024-10-29,,,,2022-09-30,J1772
ELEC,46-71 30th Place,46-71 30th Place,Long Island City,NY,11101,E,Public,24 hours daily,,0,6,0,FLO,GPS,40.743643,-73.936591,2024-10-29,226845,2024-10-29,,,,2022-09-01,J1772
ELEC,OYO Hotel Buena Vista Delhi,18718 State Highway 28,Delhi,NY,13753,E,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,0,2,0,EVGATEWAY,200-8,42.26519,-74.91968,2024-05-09,334076,2024-05-09,P,,,2023-06-22,J1772
ELEC,Westminster Place - West,7475 Morgan Rd,Westminster,NY,13090,E,Public,24 hours daily,,0,10,0,LIVINGSTON,GPS,43.1323,-76.20776,2024-10-29,350598,2024-10-29,,,,2024-07-16,J1772
ELEC,RIVERHEAD RIVER 2 #1,1947 Old Country Road,Riverhead,NY,11901,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.919684,-72.712696,2024-10-29,180156,2024-10-29,,,,2021-01-27,J1772
ELEC,NEW HARTFORD GW-1 1.1,8635 Clinton St,New Hartford,NY,13413,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.092808,-75.316605,2024-10-29,174768,2024-10-29,,,,2021-01-27,J1772
ELEC,Ridgedale Manor - 300's,55 Pennels Dr.,Greece,NY,14626,E,Public,24 hours daily,,0,8,0,LIVINGSTON,GPS,43.21206,-77.70714,2024-10-29,350792,2024-10-29,,,,2024-07-19,J1772
ELEC,Quaker Street Branch Library,133 Bull St,Delanson,NY,12053,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,42.73194,-74.19334,2024-10-29,223250,2024-10-29,,,,2022-02-01,J1772
ELEC,CEB Bldg,1 ResearchCircle,Niskayuna,NY,12309,E,Public,24 hours daily,,0,13,0,Blink Network,GPS,42.82891,-73.8742,2024-10-29,148043,2024-10-29,,,,2018-11-01,J1772
ELEC,3 College Rd - Tesla Destination,3 College Rd,Monsey,NY,10952,E,Public,,,0,6,0,Non-Networked,GPS,41.110744,-74.090188,2024-07-01,358926,2024-10-16,P,,,,J1772
ELEC,ECS Main Office - Parking Lot,55 9th St,Brooklyn,NY,11215,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,2,0,EVOKE,GPS,40.6742,-73.9958,2024-10-11,357057,2024-10-11,P,,,2021-11-30,J1772
ELEC,HVCC - Lot A,80 Vandenburgh Ave,Troy,NY,12180,E,Public,24 hours daily,,0,6,0,LIVINGSTON,GPS,42.69683,-73.68788,2024-10-29,334512,2024-10-29,,,,2024-05-02,J1772
ELEC,2112-2124 NY 7 EV2,2114 NY-7 2114 New York 7,Troy,NY,12180,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.807059,-73.545194,2024-10-29,190055,2024-10-29,,,,2021-05-25,J1772
ELEC,Old Westbury Golf and Country Club - Tesla Destination,270 Wheatley Road,Old Westbury,NY,11568,E,Public,,,0,3,0,Tesla Destination,200-9,40.802151,-73.601366,2024-07-01,168994,2024-10-16,P,,,2015-12-16,J1772 TESLA
ELEC,LARKIN726RRAMPP LARKIN 3,726 Exchange St,Buffalo,NY,14210,E,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,0,2,0,ChargePoint Network,GPS,42.874883,-78.849816,2024-10-29,182985,2024-10-29,,,,2021-01-27,J1772
ELEC,Pinnacle North,20 North Shore Blvd.,Canandaigua,NY,14424,E,Public,24 hours daily,,0,4,0,Blink Network,GPS,42.876493,-77.269362,2024-10-29,200490,2024-10-29,,,,2021-11-01,J1772
ELEC,Pine Brook Fitness,130 Rhodes,New Rochelle,NY,10801,E,Public,24 hours daily,,0,2,0,LIVINGSTON,GPS,40.91754,-73.77662,2024-10-29,334489,2024-10-29,,,,2024-05-02,J1772
ELEC,Hatchet Hardware of Niskayuna,1448 Balltown Road,Niskayuna,NY,12309,E,Public,24 hours daily,,0,6,0,FLO,GPS,42.814289,-73.892131,2024-10-29,171482,2024-10-29,,,,2021-01-27,J1772
ELEC,Gates Express and Deli,2206 Buffalo Rd,Rochester,NY,14624,E,Public,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,0,4,0,EVGATEWAY,200-8,43.14765,-77.71076,2024-05-09,334123,2024-05-09,P,,,2023-11-10,J1772
ELEC,GreenSpark Solar,317 NY-104,Ontario,NY,14519,E,Public - Credit card at all times,24 hours daily; priority access given to employees,A D Debit M V,0,6,0,Non-Networked,GPS,43.226726,-77.363446,2024-04-14,226513,2024-04-14,P,,,2022-08-25,J1772
ELEC,NAA NAA 6,2000 Dealer Drive,Newburgh,NY,12550,E,Public,24 hours daily,,0,1,0,ChargePoint Network,GPS,41.51766,-74.093727,2024-10-29,347840,2024-10-29,,,,2024-06-14,J1772
ELEC,Village of Arcade - Municipal Parking Lot,17 Church St,Arcade,NY,14009,E,Public,24 hours daily,,0,2,0,Non-Networked,GPS,42.534763,-78.42396,2024-04-14,157963,2024-04-14,P,,,2020-05-15,J1772
ELEC,RRH CARTER 1 FL GW1,1415 Portland Ave,Rochester,NY,14621,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.191475,-77.589269,2024-10-29,174458,2024-10-29,,,,2021-01-27,J1772
ELEC,Icon Parking 101 W 15th - Tesla Destination,101 W 15th St,New York,NY,10011,E,Public,,,0,4,0,Tesla Destination,200-8,40.738371,-73.99688,2024-07-01,114992,2024-10-16,P,,,2018-08-10,TESLA
ELEC,Village of Voorheesville Public Parking,29 Voorheesville Ave,Voorheesville,NY,12186,E,Public - Credit card at all times,24 hours daily,A D Debit M V,0,2,0,Non-Networked,GPS,42.651438,-73.928356,2024-03-14,229082,2024-03-14,P,,,2022-09-17,J1772
ELEC,Simon-Simth Haven Mall,313 SMITH HAVEN MALL,Lake Grove,NY,11755,E,Public,24 hours daily,,0,1,3,Electrify America,GPS,40.86245,-73.12875,2024-10-29,169949,2024-10-29,,,,2020-12-05,J1772 J1772COMBO
ELEC,SGE - St. George Courthouse,54 Central Ave,Staten Island,NY,10301,E,Public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,0,3,0,EV Connect,GPS,40.639469,-74.076912,2024-10-29,65296,2024-10-29,,,,2016-08-08,J1772
ELEC,MHM WALL STREET 4,1 Wall St,Albany,NY,12205,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.741673,-73.843315,2024-10-29,235731,2024-10-29,,,,2022-11-05,J1772
ELEC,TWN POUND RIDGE STATION #1,80 Westchester Ave,Pound Ridge,NY,10576,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.190993,-73.553184,2024-10-29,188058,2024-10-29,,,,2021-04-28,J1772
ELEC,STONY BROOK UNV ESS,Campus Dr,Stony Brook,NY,11790,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.914369,-73.125742,2024-10-29,162403,2024-10-29,,,,2020-06-12,J1772
ELEC,STONY BROOK UNV AERTC 1,1000 Innovation Road,Stony Brook,NY,11790,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.904154,-73.134871,2024-10-29,162348,2024-10-29,,,,2020-06-12,J1772
ELEC,MONTANTE SOLAR STATION 1,1277 Delaware Ave,Buffalo,NY,14209,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.918166,-78.867129,2024-10-29,217204,2024-10-29,,,,2022-05-08,J1772
ELEC,MOHAWK CHEVY MOHAWKCHEVY3,639 67,Malta,NY,12020,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.968958,-73.811079,2024-10-29,217437,2024-10-29,,,,2022-05-13,J1772
ELEC,The Preston House & Hotel - Tesla Destination,428 E Main St,Riverhead,NY,11901,E,Public,,,0,2,0,Non-Networked,GPS,40.918929,-72.656716,2024-07-01,359361,2024-10-16,P,,,,J1772
ELEC,30 Becker,30 Becker Rd,West Henrietta,NY,14586,E,Public,24 hours daily,,0,10,0,CHARGESMART_EV,GPS,43.043757,-77.673904,2024-10-29,347947,2024-10-29,,,,2024-06-14,J1772
ELEC,Bradley Pl Apts - Parking Lot,56 Davis St,Phoenix,NY,13135,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,2,0,EVOKE,GPS,43.2348,-76.3005,2024-10-11,357063,2024-10-11,P,,,2021-11-15,J1772
ELEC,GLPIZZA.COM GL PIZZA LEFT,444 Indian Church Rd,Buffalo,NY,14224,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.854747,-78.789976,2024-10-29,302804,2024-10-29,,,,2023-07-19,J1772
ELEC,VANKLEECKS TIRE VANLKEECKS TIRE,1987 Ulster Ave,Lake Katrine,NY,12449,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.991154,-73.98686,2024-10-29,143464,2024-10-29,,,,2019-08-15,J1772
ELEC,STATE STREET CHARGE 2,422 E State St,Olean,NY,14760,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.077148,-78.424655,2024-10-29,346403,2024-10-29,,,,2024-05-17,J1772
ELEC,Yellowstone Blvd - Garage Floor A,66-36 Yellowstone Blvd,Forest Hills,NY,11375,E,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,0,70,0,EVOKE,GPS,40.728588,-73.853577,2024-10-11,357086,2024-10-11,P,,,2022-01-04,J1772
ELEC,THE HYDE STATION 2,153 Warren St,Glens Falls,NY,12801,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.310382,-73.634822,2024-10-29,221196,2024-10-29,,,,2022-06-11,J1772
ELEC,Ruge's Chevrolet,3692 Route 44,Millbrook,NY,12545,E,Public - Call ahead,Dealership business hours; for customer use only,,0,1,0,Non-Networked,200-9,41.791563,-73.659717,2023-03-08,53442,2024-01-31,P,,,2012-10-01,J1772
ELEC,BMWHV HV FAST CHARGER,2066-20 South Rd,Poughkeepsie,NY,12601,E,Public,24 hours daily,,0,0,1,ChargePoint Network,GPS,41.630563,-73.914486,2024-10-29,220961,2024-10-29,,,,2022-06-08,CHADEMO J1772COMBO
ELEC,GREATNECK PLAZA PLAZA CENTER,2 Gussack Plaza,Great Neck,NY,11022,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.787424,-73.729999,2024-10-29,250806,2024-10-29,,,,2023-01-17,J1772
ELEC,3500 Dekalb Ave,3500 Dekalb Ave,Bronx,NY,10467,E,Public,24 hours daily,,0,2,0,FLO,GPS,40.882337,-73.880265,2024-10-29,201636,2024-10-29,,,,2021-11-25,J1772
ELEC,EVolve NY Plattsburgh,25 Consumer Square,Plattsburgh,NY,12901,E,Public,24 hours daily,,0,0,4,Electrify America,GPS,44.69408,-73.48529,2024-10-29,202274,2024-10-29,,,,2021-12-09,CHADEMO J1772COMBO
ELEC,COLACINO INUSTR COLACINO 3,126 Harrison Street,Newark,NY,14513,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.0489,-77.09397,2024-10-29,174196,2024-10-29,,,,2021-01-27,J1772
ELEC,Holiday Inn Utica (Burrstone Inn),1777 Burrstone Rd,New Hartford,NY,13413,E,Public,24 hours daily,,0,2,0,EV Connect,GPS,43.094105,-75.284895,2024-10-29,195713,2024-10-29,,,,2021-09-03,J1772
ELEC,HAMPTON INN STATION 4,1120 South Ave,Staten Island,NY,10314,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.612678,-74.178885,2024-10-29,181661,2024-10-29,,,,2021-01-27,J1772
ELEC,New Tech Energy,800 Ocean Pkwy,Brooklyn,NY,11230,E,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,0,1,0,AMPUP,200-9,40.628872,-73.971992,2022-10-11,230231,2023-02-14,P,,,2022-09-15,J1772
ELEC,The Sherburne News,17 E State St,Sherburne,NY,13460,E,Public - Credit card at all times,24 hours daily,A D Debit M V,0,2,0,Non-Networked,GPS,42.678484,-75.497735,2023-03-08,197539,2024-01-31,P,,,2021-10-04,J1772
ELEC,George's Island Park,Dutch Street,Montrose,NY,10548,E,Public,24 hours daily,,0,12,0,FLO,GPS,41.236867,-73.938597,2024-10-29,353052,2024-10-29,,,,2024-08-18,J1772
ELEC,TDC Building 6,1483 Military Turnpike,Plattsburgh,NY,12901,E,Public,24 hours daily,,0,2,0,LIVINGSTON,GPS,44.68978,-73.50992,2024-10-29,324870,2024-10-29,,,,2023-11-10,J1772
ELEC,Kendal at Ithaca 1 (South Lot),2230 N Triphammer Rd,Ithaca,NY,14850,E,Public,24 hours daily,,0,4,0,CHARGESMART_EV,GPS,42.474763,-76.484843,2024-10-29,347357,2024-10-29,,,,2024-06-04,J1772
ELEC,TOB CHARGERS EV STATION 1,1 Independence Hill,Farmingville,NY,11738,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.845511,-73.015725,2024-10-29,185143,2024-10-29,,,,2021-02-18,J1772
ELEC,HEATHERWOOD SUNRIVER,201 Jerusalem Hollow Rd,Manorville,NY,11949,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,40.825446,-72.81123,2024-10-29,308794,2024-10-29,,,,2023-09-09,J1772
ELEC,SIENA COLLEGE FOY HALL EVSE2,Friars Dr,Latham,NY,12110,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.71947,-73.75316,2024-10-29,193845,2024-10-29,,,,2021-08-13,J1772
ELEC,NORTHTOWN CENTE NORTHTOWN CENTE,1615 Amherst Manor Dr,Buffalo,NY,14221,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.995621,-78.783178,2024-10-29,213340,2024-10-29,,,,2022-04-02,J1772
ELEC,Stevens Manor East,644 Silver Lake-Scotchtown Road,Middletown,NY,10941,E,Public,24 hours daily,,0,8,0,LIVINGSTON,GPS,41.47627,-74.37712,2024-10-29,334473,2024-10-29,,,,2024-05-02,J1772
ELEC,Metro Ford,3601 State St,Schenectady,NY,12304,E,Public,24 hours daily,,0,6,2,LIVINGSTON,GPS,42.77087,-73.89233,2024-10-29,350369,2024-10-29,,,,2024-07-11,J1772 J1772COMBO
ELEC,Quik Park 82nd Street LLC - Tesla Destination,350 E. 82nd St,New York,NY,10028,E,Public,,,0,3,0,Tesla Destination,200-9,40.774511,-73.952039,2024-07-01,115108,2024-10-16,P,,,2015-11-20,J1772 TESLA
ELEC,854ELLICOTT 854 ELLICOTT 2,854 Ellicott St,Buffalo,NY,14203,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.901762,-78.867248,2024-10-29,180117,2024-10-29,,,,2021-01-27,J1772
ELEC,KINGSTON VISITORS CENTER,2 Broadway,Kingston,NY,12401,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.918516,-73.982758,2024-10-29,162261,2024-10-29,,,,2020-06-12,J1772
ELEC,Icon Parking 205 E 63rd St - Tesla Destination,205 E 63rd St,Manhattan,NY,10065,E,Public,,,0,2,0,Tesla Destination,200-8,40.763981,-73.964368,2024-07-01,114974,2024-10-16,P,,,2016-10-20,TESLA
ELEC,The Museum on Blue Mountain Lake,9097 NY-30,Blue Mountain Lake,NY,12812,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,43.86912,-74.43222,2024-10-29,324876,2024-10-29,,,,2023-06-21,J1772
ELEC,Middletown Honda Public,520 New York 211,Middletown,NY,10941,E,Public,24 hours daily,,0,1,0,Blink Network,GPS,41.460958,-74.37459,2024-10-29,346625,2024-10-29,,,,2024-04-01,J1772
ELEC,TSS ALBANY STATIONS 1 & 2,2 Commerce Park Dr,Schenectady,NY,12309,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.83288,-73.90392,2024-10-29,183223,2024-10-29,,,,2021-01-27,J1772
ELEC,CITY OF BEACON VAN NYDECK AVE,25 Van Nydeck Ave,Beacon,NY,12508,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.502022,-73.965812,2024-10-29,311057,2024-10-29,,,,2023-09-20,J1772
ELEC,The Westport,500 W 56th St,New York,NY,10019,E,Public,24 hours daily,,0,2,0,Blink Network,GPS,40.768211,-73.989479,2024-10-29,257757,2024-10-29,,,,2022-08-03,J1772
ELEC,HVCC Garage Level 2,80 Vandenburgh Ave,Troy,NY,12180,E,Public,24 hours daily,,0,4,0,LIVINGSTON,GPS,42.69487,-73.6859,2024-10-29,223133,2024-10-29,,,,2021-12-02,J1772
ELEC,FC1225 2144 S#2,2144 Brighton Henrietta Town Line Rd,Rochester,NY,14623,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.095162,-77.61994,2024-10-29,235343,2024-10-29,,,,2022-10-28,J1772
ELEC,BEVERWYCK STATION 3,10 Autumn Dr Beverwyck,Slingerlands,NY,12159,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.655716,-73.83983,2024-10-29,164422,2024-10-29,,,,2020-07-22,J1772
ELEC,960 BUSTI 960 BUSTI 1,960 Busti Ave,Buffalo,NY,14213,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,42.908953,-78.900652,2024-10-29,150340,2024-10-29,,,,2019-12-19,J1772
ELEC,SHINEMAN SOUTH LEE HALL 5,7060 NY 104,Oswego,NY,13126,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.453984,-76.540843,2024-10-29,350576,2024-10-29,,,,2024-07-16,J1772
ELEC,600 RIVER ROAD 600 RIVER,600 River Rd,North Tonawanda,NY,14120,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.035576,-78.887184,2024-10-29,152233,2024-10-29,,,,2020-01-07,J1772
ELEC,122 South Church St.,122 South Church St,Schenectady,NY,12305,E,Public,24 hours daily,,0,6,0,LIVINGSTON,GPS,42.81377,-73.948,2024-10-29,236640,2024-10-29,,,,2022-10-03,J1772
ELEC,Motel 6 Rochester Aiport,1273 Chili Avenue,Rochester,NY,14624,E,Public,24 hours daily,,0,10,0,CHARGESMART_EV,GPS,43.138789,-77.66892,2024-10-29,355243,2024-10-29,,,,2024-09-10,J1772
ELEC,Central Ave Hyundai,111 South Central Ave,Hartsdale,NY,10530,E,Public,24 hours daily,,0,0,1,Blink Network,GPS,41.016336,-73.802138,2024-10-29,314100,2024-10-29,,,,2023-10-18,J1772COMBO
ELEC,KINGSTON NORTH FRONT ST,75 N Front St,Kingston,NY,12401,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.935392,-74.021881,2024-10-29,325295,2024-10-29,,,,2024-01-12,J1772
ELEC,Hilton Garden Inn - Downtown Ithaca - Tesla Destination,130 E Seneca St,Ithaca,NY,14850,E,Public,,,0,2,0,Tesla Destination,200-9,42.440502,-76.497331,2024-07-01,114958,2024-10-16,P,,,2017-10-31,TESLA
ELEC,Van Schaick Island,203 Park Ave,Cohoes,NY,12047,E,Public,24 hours daily,,0,1,0,Non-Networked,200-8,42.767009,-73.689847,2023-03-08,118964,2024-01-31,P,,,2019-01-01,J1772
ELEC,70 Memorial,70 Memorial Plaza,Pleasantville,NY,10570,E,Public,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,0,28,0,AMPUP,GPS,41.13385,-73.793113,2024-05-09,335331,2024-05-09,P,,,2024-01-08,J1772
ELEC,EXECUTIVE PARK #4,2 Executive Blvd,Montebello,NY,10901,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.12011,-74.11662,2024-10-29,158243,2024-10-29,,,,2020-05-30,J1772
ELEC,Village of Cherry Valley,2 Genesee St,Cherry Valley,NY,13320,E,Public,24 hours daily,,0,2,0,Non-Networked,200-9,42.797294,-74.758022,2023-01-10,104135,2023-02-14,P,,,2018-10-04,J1772
ELEC,Sharon Chevrolet (Inside),3687 NY-31,Liverpool,NY,13090,E,Public,24 hours daily,,0,3,0,LIVINGSTON,GPS,43.18218,-76.25699,2024-10-29,223263,2024-10-29,,,,2022-02-09,J1772
ELEC,RMI SPARKY,8700 Knowledge Ln,Cicero,NY,13039,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,43.189634,-76.126637,2024-10-29,308629,2024-10-29,,,,2023-09-07,J1772
ELEC,Bruno's Bakery and Restaurant Hylan Blvd - Tesla Destination,1650 Hylan Blvd,Staten Island,NY,10305,E,Public,,,0,2,0,Tesla Destination,200-9,40.588091,-74.089936,2024-07-01,150697,2024-10-16,P,,,2019-08-28,TESLA
ELEC,Schenectady County - 388 Broadway,388 Broadway,Schenectady,NY,12305,E,Public,24 hours daily,,0,10,0,LIVINGSTON,GPS,42.80848,-73.94647,2024-10-29,189502,2024-10-29,,,,2021-02-24,J1772
ELEC,PFIZER PR EV 23,401 N Middletown Rd,Pearl River,NY,10965,E,Public,24 hours daily,,0,2,0,ChargePoint Network,GPS,41.076748,-74.017992,2024-10-29,323938,2024-10-29,,,,2024-01-05,J1772
